inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,0,1.0,2.0,3.5,6.0,8.0,9.0,10.0,11.5,13.5,14.535533905932738,15.535533905932738,15.828427124746192,16.82842712474619,17.82842712474619,18.82842712474619,19.82842712474619,21.32842712474619,inf
inf,1.0,1.4142135623730951,2.414213562373095,3.414213562373095,8.414213562373096,7.656854249492381,9.15685424949238,11.121320343559642,11.414213562373096,12.414213562373096,13.414213562373096,14.414213562373096,15.914213562373096,17.242640687119287,18.242640687119287,19.242640687119287,20.742640687119287,21.949747468305834,inf
inf,2.5,2.414213562373095,2.8284271247461903,4.32842712474619,5.535533905932738,8.035533905932738,10.485281374238571,11.278174593052022,12.278174593052022,12.828427124746192,13.828427124746192,15.328427124746192,15.828427124746192,16.82842712474619,18.32842712474619,20.32842712474619,20.656854249492383,21.656854249492383,inf
inf,inf,3.414213562373095,3.82842712474619,4.242640687119286,5.742640687119286,7.742640687119286,10.242640687119286,13.242640687119286,13.399494936611664,14.328427124746192,14.242640687119287,15.242640687119287,16.742640687119287,18.656854249492383,inf,inf,inf,inf,inf
inf,inf,inf,inf,5.242640687119285,5.656854249492381,7.156854249492381,9.65685424949238,12.106601717798213,15.106601717798213,15.520815280171306,15.742640687119287,16.36396103067893,17.36396103067893,18.86396103067893,19.86396103067893,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,9.278174593052023,inf,14.935028842544403,16.435028842544405,17.642135623730947,inf,inf,inf,20.278174593052025,21.278174593052025,22.278174593052025,23.278174593052025,inf
inf,30.798989873223334,inf,inf,inf,inf,inf,inf,inf,15.935028842544403,16.349242404917497,17.349242404917497,18.849242404917497,20.849242404917497,23.106601717798217,22.278174593052025,21.69238815542512,22.69238815542512,inf,inf
inf,inf,29.38477631085024,28.38477631085024,27.38477631085024,25.88477631085024,23.38477631085024,21.177669529663692,19.435028842544405,16.935028842544405,17.349242404917497,17.763455967290593,19.263455967290593,21.263455967290593,22.763455967290593,23.106601717798217,22.69238815542512,23.813708498984763,24.813708498984763,inf
inf,30.798989873223334,29.798989873223334,28.798989873223334,27.8492424049175,25.3492424049175,22.3492424049175,19.8492424049175,18.3492424049175,18.435028842544405,19.349242404917497,18.763455967290593,19.884776310850235,22.384776310850235,23.384776310850235,24.106601717798217,23.69238815542512,24.106601717798217,25.106601717798217,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,24.384776310850235,24.79898987322333,25.19238815542512,25.606601717798217,25.520815280171313,inf
inf,38.62741699796952,37.62741699796952,37.298989873223334,35.298989873223334,33.798989873223334,32.798989873223334,31.79898987322333,30.79898987322333,29.79898987322333,28.79898987322333,27.79898987322333,26.79898987322333,25.79898987322333,25.384776310850235,inf,inf,inf,inf,inf
inf,38.21320343559643,37.21320343559643,36.21320343559643,35.21320343559643,34.92031021678298,33.92031021678297,32.71320343559643,31.213203435596427,30.213203435596427,29.213203435596427,28.920310216782973,27.920310216782973,27.79898987322333,27.384776310850235,26.79898987322333,27.79898987322333,inf,inf,inf
inf,38.62741699796952,37.62741699796952,36.62741699796952,35.62741699796952,34.62741699796952,33.62741699796952,32.62741699796952,31.627416997969522,30.627416997969522,30.213203435596427,30.041630560342615,29.420310216782973,29.213203435596427,28.213203435596427,27.79898987322333,28.213203435596427,29.213203435596427,30.213203435596427,inf
inf,39.748737341529164,39.45584412271571,38.04163056034261,36.04163056034261,35.748737341529164,35.04163056034262,33.04163056034262,32.748737341529164,32.62741699796952,32.21320343559643,32.54163056034261,31.920310216782973,29.627416997969522,29.713203435596427,29.29898987322333,29.713203435596427,29.627416997969522,30.627416997969522,inf
inf,41.248737341529164,41.3700576850888,38.8700576850888,37.04163056034261,36.662950903902264,35.162950903902264,inf,inf,inf,inf,inf,inf,inf,31.041630560342618,30.79898987322333,31.713203435596427,31.627416997969522,31.041630560342618,inf
inf,42.112698372208094,41.81980515339465,39.8700576850888,38.54163056034261,37.28427124746191,36.662950903902264,37.28427124746191,38.78427124746191,38.284271247461895,36.284271247461895,35.99137802864845,34.45584412271571,32.45584412271571,32.54163056034262,32.798989873223334,32.21320343559643,33.162950903902264,inf,inf
inf,41.698484809835,40.698484809835,39.698484809835,38.698484809835,38.077164466275356,37.662950903902264,38.077164466275356,39.405591591021555,38.8700576850888,36.3700576850888,34.8700576850888,33.8700576850888,33.45584412271571,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,39.49137802864845,38.49137802864845,36.99137802864845,36.698484809834994,36.3700576850888,34.45584412271571,34.8700576850888,35.8700576850888,36.8700576850888,37.8700576850888,38.8700576850888,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
